מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
425,דמות,רבי מאיר בן ברוך הלוי (מהר״ם סג״ל),המאה ה־14–15,אשכנז ואוסטריה,אחרונים,הלכה והנהגה,"מהר״ם סג״ל, מורנו","ממנהיגי יהדות אשכנז לאחר המשברים הגדולים, ממעצבי מוסד הסמיכה האשכנזי.",בניית סמכות תורנית מתוך אחריות קהילתית.,"מהרי״ל, תרומת הדשן",https://open.spotify.com/episode/51kAKVyQ9chRuXJM5J66so
426,דמות,רבי שמשון בן אליעזר (ברוך שאמר),המאה ה־14,גרמניה וארץ ישראל,ראשונים,סת״ם והלכה,ברוך שאמר,מגדולי חכמי הסת״ם שעיצב את מסורת צורת האותיות והתגים בכתיבת ספרי קודש.,דיוק במסורת הכתב הוא חלק מקדושת התורה.,"בית יוסף, קסת הסופר",https://open.spotify.com/episode/0xHQG8l47thPFLrmtWggIG
427,דמות,רבי ישראל מקרמז',המאה ה־14–15,אוסטריה וגרמניה,אחרונים,הלכה ומנהג,הגהות אשר״י,פוסק ומנהיג ששימר את מסורת אשכנז באמצעות הגהותיו לפסקי הרא״ש.,המנהג הוא מקור סמכות מרכזי בעיצוב ההלכה.,"אור זרוע, רמ״א",https://open.spotify.com/episode/3m0Cho5M29aVZp15Pd8poe
428,דמות,רבי דוד גנז,1541–1613,פראג,אחרונים,"היסטוריה, אסטרונומיה ומתמטיקה",צמח דוד,היסטוריון ואסטרונום יהודי שחיבר בין עולם התורה למהפכה המדעית של הרנסנס.,המדע יכול לשמש כלי להבנת הבריאה.,"המהר״ל, טיכו ברהה",https://open.spotify.com/episode/2k24kwgPp3f98lo0KLeybp
429,דמות,רבי משה זכות (הרמ״ז),1625–1697,איטליה,אחרונים,"קבלה, הלכה וספרות","הרמ״ז, זוהר","מקובל, פוסק ומחזאי עברי שהפיץ את קבלת האר״י באירופה.",שילוב בין עולם הסוד לבין חיי המעשה.,"האר״י, הזוהר",https://open.spotify.com/episode/7ApVpshXFmnerqdZj67q7L
430,דמות,רבי יהודה בר אילאי,המאה ה־2,ארץ ישראל,תנאים,הלכה והנהגה,סתם משנה,מן התנאים המרכזיים שעיצבו את התורה שבעל פה לאחר מרד בר כוכבא.,בניית חברה יציבה מתוך אחריות הלכתית ומוסרית.,"רבי עקיבא, רבי יהודה הנשיא",https://open.spotify.com/episode/2oyMTbV94Hphr9dGIMMrWs
431,דמות,רבי מאיר בעל הנס,המאה ה־2,ארץ ישראל,תנאים,"הלכה, אגדה ומוסר","סתם משנה, אלהא דמאיר ענני","מגדולי התנאים, מעצב מרכזי של המשנה וסמל לאמונה וישועה.",יש לראות את הפנימיות ולא רק את החיצוניות.,"רבי עקיבא, ברוריה",https://open.spotify.com/episode/0TMD6S3lT5s5CLq4cU2s95
432,דמות,הרב אברהם כהן דה־הירירה,1570–1635/1639,פורטוגל והולנד,אחרונים,קבלה ופילוסופיה,"שער השמים, בית אלוהים",מקובל והוגה דעות שיצר גשר בין קבלת האר״י לפילוסופיה האירופית.,הסוד והשכל משלימים זה את זה בחיפוש אחר האמת.,"רבי ישראל סרוג, הרמח״ל",https://open.spotify.com/episode/2484MUIhpWjmTxP5KxDWOB
433,דמות,רבי יוסף חביבא,המאה ה־14–15,ספרד,ראשונים,הלכה ותלמוד,נימוקי יוסף,"מחבר הנימוקי יוסף, מסכם ומנגיש מרכזי של תורת חכמי ספרד המאוחרים.",שימור הרצף התורני באמצעות בהירות וסדר.,"הרמב״ן, הר״ן, הבית יוסף",https://open.spotify.com/episode/1EPfEDDABhFrIaVyXmn4UY
434,דמות,הרשב״ץ (רבי שמעון בן צמח דוראן),1361–1444,ספרד ואלג'יר,אחרונים,"הלכה, פילוסופיה ומדע","תשב״ץ, מגן אבות",מגדולי פוסקי צפון אפריקה ומנהיגה הרוחני לאחר גזירות קנ״א.,בניין מחודש מתוך משבר וחיבור בין תורה לחכמה.,"הבית יוסף, יהדות אלג'יר",https://open.spotify.com/episode/2H66qv8Pu1ovFslG0esMSO
435,דמות,רבי שמעון בר יוחאי,המאה ה־2,ארץ ישראל,תנאים,"הלכה, אגדה וקבלה","הזוהר, ל״ג בעומר","מתלמידי רבי עקיבא ומגדולי התנאים, מזוהה עם גילוי תורת הסוד.",הארת העולם מתוך חיבור בין פנימיות למעשה.,"רבי עקיבא, רבי אלעזר בנו",https://open.spotify.com/episode/5jiWdUYsdMQTSRAghuCtHo
436,דמות,רבי שלום בוזגלו,1700–1780 בקירוב,מרוקו ואנגליה,אחרונים,קבלה והלכה,מקדש מלך,"מקובל ודיין, מחבר הפירוש השיטתי המרכזי על ספר הזוהר.","הנגשת עולם הסוד באמצעות סדר, שיטה ובהירות.","הרמ״ז, האר״י",https://open.spotify.com/episode/1cdKyl2ZxmH4MV8HxWn5a8
437,דמות,רב יוסף בר חייא,המאה ה־4,בבל,אמוראים,תלמוד והנהגה,"סיני, פומבדיתא","מגדולי אמוראי בבל וראש ישיבת פומבדיתא, שנודע בבקיאותו העצומה ובשימור המסורת התלמודית.",בלי מסורת מדויקת אין אפשרות לחידוש אמיתי.,"אביי, רבה בר נחמני",https://open.spotify.com/episode/7hxuVRnwNLVCSZTDgYaRYf
438,דמות,רב יוסף בר חמא,המאה ה־4,בבל,אמוראים,הלכה ודיני ממונות,"מחוזא, רבא","חכם עשיר ובעל השפעה ממחוזא, אביו של רבא וממעצבי האליטה התורנית של בבל.","שילוב תורה, אחריות ציבורית והבנת המציאות הכלכלית.","רבא, רב ששת, רב נחמן",https://open.spotify.com/episode/1eP3a8IxlJL1jjrarhy929
439,דמות,הרמ״ע מפאנו,1548–1620,איטליה,אחרונים,קבלה ופילוסופיה,"עשרה מאמרות, גלגולי נשמות",מגדולי המקובלים באיטליה ומגשר בין קבלת הרמ״ק לקבלת האר״י.,"אפשר לחבר בין שכל, הלכה ופנימיות התורה.","הרמ״ק, האר״י, רמח״ל",https://open.spotify.com/episode/1T5zGLHEk5d5uLbDzh0vs4
440,דמות,הרשב״ש (רבי שלמה בן שמעון דוראן),1400–1467,אלג'יר,אחרונים,הלכה ופולמוס,"שו״ת הרשב״ש, מלחמת מצווה",מגדולי חכמי צפון אפריקה וממשיך דרכו של הרשב״ץ בהנהגת יהדות המגרב.,נאמנות למסורת לצד אחריות למציאות המשתנה.,"הרשב״ץ, הבית יוסף",https://open.spotify.com/episode/3RNUR7nCj9IMQMgkP8UzrS
441,דמות,מהר״י קורקוס,1490–1540 בקירוב,"ספרד, מצרים וירושלים",אחרונים,הלכה ורמב״ם,פירושי הרמב״ם,מפרש מרכזי של משנה תורה לרמב״ם ומבוני התשתית ההלכתית לתחיית היישוב בארץ ישראל.,לימוד התורה בשלמותה הוא הכנה לגאולה.,"הרדב״ז, הבית יוסף",https://open.spotify.com/episode/318qI4uBEs6NKIcOW2bnsG
442,דמות,רבי בצלאל אשכנזי,1520–1592,מצרים וירושלים,אחרונים,תלמוד והלכה,שיטה מקובצת,מחבר השיטה מקובצת ומציל מרכזי של ספרות הראשונים באמצעות איסוף ועריכת כתבי יד נדירים.,שימור הזיכרון התורני הוא בניין עולם.,"האר״י, הרדב״ז",https://open.spotify.com/episode/7kuqHDuRlbICUtT61hWdfH
443,דמות,רבי יוסף קארו,1488–1575,"ספרד, האימפריה העות'מאנית וצפת",אחרונים,הלכה וקבלה,"בית יוסף, שולחן ערוך","מחבר השולחן ערוך ומגדולי פוסקי ישראל, שעיצב את ההלכה היהודית לאחר גירוש ספרד.",יצירת סדר ואחדות הלכתית לעם מפוזר.,"הרמ״א, רבי יעקב בירב",https://open.spotify.com/episode/0dqB9uZCfNqapz7AN12H0I
444,דמות,המהרי״ל,1360–1427,גרמניה,ראשונים,"הלכה, מנהג ותפילה",מנהגי מהרי״ל,אבי מנהגי אשכנז וממעצבי הזהות ההלכתית והליטורגית של יהדות אשכנז.,המנהג הוא זיכרון חי של הדורות.,"הרמ״א, תרומת הדשן",https://open.spotify.com/episode/4JIgpuKHuW2KrBRlo94aZx
445,דמות,רבי אברהם קלויזנר,1341–1408 בקירוב,אוסטריה,ראשונים,הלכה ומנהגים,ספר המנהגים,מגדולי חכמי אוסטריה ומעצב מרכזי של מסורת ומנהגי אשכנז לאחר משברי המאה ה־14.,המנהג משמר את נשמתה של הקהילה.,"המהרי״ל, תרומת הדשן",https://open.spotify.com/episode/0UBQxy7MVsKgQG9FPKNaOg
446,דמות,רבי אהרן בלומלין,נפטר 1421,אוסטריה,ראשונים,הלכה והנהגה קהילתית,מסורת וינה,ממנהיגי יהדות אוסטריה שנרצח בגזירות וינה ושימר את מסורת אשכנז לדורות.,שימור המסורת הוא מעשה של גבורה רוחנית.,"תרומת הדשן, ישראל איסרלן",https://open.spotify.com/episode/7jqAc8vwpfd04zF5HdhtVG
447,דמות,רבי יצחק אייזיק טירנא,המאה ה־15,אוסטריה,ראשונים,מנהגים והלכה,ספר המנהגים,מחבר ספר המנהגים שהפך לאחד היסודות המרכזיים של אורח החיים האשכנזי.,הזיכרון הקהילתי הוא בסיס ההמשכיות היהודית.,הרמ״א,https://open.spotify.com/episode/7nFjZxQJCnOnTXIXlmoWYY
448,דמות,שרה אמנו,תקופת האבות,ארץ כנען,תנ״ך,"מנהיגות, נבואה ובניין האומה","חיי שרה, לך לך","אם האומה הישראלית, נביאה ומעצבת הזהות הרוחנית של בית אברהם.","הקדושה נבנית בתוך הבית, המשפחה והחיים.","אברהם אבינו, יצחק אבינו",https://open.spotify.com/episode/2XYXmPscJIo8gLmJov6AFc
449,דמות,רבי ישראל איסרלן,1390–1460,אוסטריה,ראשונים,הלכה ומנהג,תרומת הדשן,מגדולי פוסקי אשכנז ומעצב מרכזי של מסורת הפסיקה והמנהג האשכנזיים.,ההלכה והמנהג יחד בונים תרבות חיה.,"הרמ״א, לקט יושר",https://open.spotify.com/episode/7gv0dndMrYgU3b2qGxFpzW
450,דמות,מהר״י וייל,המאה ה־15,גרמניה,אחרונים,הלכה ומנהג,"שו״ת מהר״י וייל, שחיטות ובדיקות","מגדולי חכמי אשכנז ותלמיד המהרי״ל, ממעצבי ההלכה האשכנזית לאחר משברי ימי הביניים.","פסיקת הלכה צריכה להתבסס על פשט, בהירות ואחריות.","המהרי״ל, הרמ״א",https://open.spotify.com/episode/0Rnc7P2J3304nWXui892rt
451,דמות,רבי יונה מרגנשבורג,המאה ה־13,גרמניה,ראשונים,"מוסר, הלכה וחסידות אשכנז",חסידי אשכנז,"מתלמידי רבי יהודה החסיד וממשיכי מסורת חסידות אשכנז, ששילב הנהגה מוסרית עם פסיקה קהילתית.",יראת שמים נבחנת גם ביחס לזולת ובאחריות חברתית.,"רבי יהודה החסיד, אור זרוע",https://open.spotify.com/episode/3AeKh8nYVsTUmTjaI89Y3i
452,דמות,רבי יעקב לנדא,המאה ה־15,אשכנז ואיטליה,אחרונים,"הלכה, דפוס ומנהגים",ספר האגור,מחבר ספר האגור ומחלוצי המעבר של המסורת ההלכתית לעידן הדפוס.,"שמירת המסורת באמצעות סדר, דיוק והנגשה.","רבי יוסף קארו, הרמ״א",https://open.spotify.com/episode/0yb35S3e2aa4oFxvWAECuJ
453,דמות,רבי יעקב מרגליות מנירנברג,נפטר סביב 1492,גרמניה,אחרונים,"הלכה, גיטין והנהגה","סדר הגט, סדר החליצה",פוסק ומנהיג ציבורי ממעצבי דיני הגירושין והחליצה באשכנז המאוחרת.,יציבות מסורתית וזהירות הלכתית בתקופות שינוי.,"תרומת הדשן, רבי יעקב פולק",https://open.spotify.com/episode/2kJuUDKrdyK64FhvumpaJj
454,דמות,המהר״ם מינץ,1415–1480 בקירוב,גרמניה ופולין,אחרונים,הלכה ומנהגים,שו״ת מהר״ם מינץ,מגדולי חכמי אשכנז ששימר והעביר את מסורות מגנצא לדורות הבאים.,שמירת הרצף הקהילתי וההלכתי גם בזמני משבר.,"מהרי״ל, קהילות שו״ם",https://open.spotify.com/episode/75RPO7QyMxuZh7fl9EQzre
455,דמות,רות המואבייה,תקופת השופטים,מואב וארץ ישראל,תנ״ך,"גירות, חסד ומלכות",מגילת רות,"אם מלכות בית דוד וסמל לחסד, נאמנות וקבלת התורה מתוך בחירה.",חסד ונאמנות יכולים לשנות את מהלך ההיסטוריה.,"בועז, דוד המלך",https://open.spotify.com/episode/2quAJp7CJMUhUg6u5gafmY
456,דמות,הרב ד״ר אברהם לבני,1925–1986,צרפת וישראל,העת החדשה,פילוסופיה ומחשבת ישראל,הסוד הישראלי,הוגה דעות ומתגייר שראה בשיבת ציון מענה רוחני למשבר התרבות המערבית.,מדינת ישראל היא מהלך רוחני בעל משמעות אוניברסלית.,"מניטו, הראי״ה קוק",https://open.spotify.com/episode/4Cgva97eqlxFZqxabMWiLM
457,דמות,רבי יעקב פולק,1460–1541 בקירוב,גרמניה ופולין,אחרונים,"תלמוד, הלכה וראשי ישיבות",שיטת החילוקים,ממעבירי מרכז התורה לפולין וממפתחי שיטת הפלפול הישיבתית.,חריפות למדנית ככלי לחשיפת עומק התורה.,"הרמ״א, רבי שלום שכנא",https://open.spotify.com/episode/0iCRRqPsHHQlOtKAA6y0JC
