מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
360,דמות,רבי חיים בן עטר (בעל אור החיים),1696–1743,"סאלי, מרוקו; ליבורנו; ירושלים",אחרונים,"פרשנות התורה, הלכה וקבלה","אור החיים, מדרש כנסת ישראל, כבה נר המערבי, גאולת אחישנה ובעתה","מגדולי חכמי מרוקו במאה ה־18, פרשן, פוסק ומקובל. חיבר את ""אור החיים"" המשלב פשט, רמז, דרש וסוד, והקים בירושלים את ישיבת ""כנסת ישראל"". הבעל שם טוב ספד לו במות: ""כבה נר המערבי"".","שילוב שיטתי של ארבעת רבדי הפרשנות (פרד""ס) בפירוש אחד, לצד תפיסת גאולה המבחינה בין ""אחישנה"" מהירה ל""בעתה"" הדרגתית.","הבעל שם טוב, ועד כנסת ישראל בליבורנו",https://open.spotify.com/episode/3HwpG5NALcGOQmbs1wwR4N?si=2otS_OCBTYaCbDWu2xZarQ
361,דמות,שרה שנירר,1883–1935,"קרקוב, פולין; וינה",המאה ה־20,חינוך,"בית יעקב, חינוך בנות, החפץ חיים, שיטתו של הרש""ר הירש","מייסדת רשת ""בית יעקב"", שפתחה ב־1918 כיתה ראשונה של שבע תלמידות ותוך פחות משני עשורים צמחה למאות בתי ספר ועשרות אלפי תלמידות. זכתה לתמיכת החפץ חיים ומנהיגי אגודת ישראל.","הקמת מערכת חינוך תורני שיטתי לבנות מול פערי ההשכלה הכללית, מתוך שילוב למדנות עם עומק רגשי וחוויתי.","החפץ חיים, הרב שמשון רפאל הירש, הרבנית ויכנא קפלן",https://open.spotify.com/episode/74WdM2qTXHDJy1s5uar69w?si=F3NlHmrYRSq0scH13afJjQ
362,דמות,הרבנית ויכנא קפלן,1913–1986,סלונים; קרקוב; ניו יורק,המאה ה־20,חינוך,"בית יעקב אמריקה, וויליאמסבורג, תנועת המוסר, רבי אלחנן וסרמן","תלמידתה המובהקת של שרה שנירר, ייסדה ב־1937 את רשת ""בית יעקב"" בארצות הברית, החל מכיתה קטנה בביתה שבוויליאמסבורג ועד למוסד חינוכי רחב היקף עם פנימייה, תיכון וסמינר להכשרת מורות.","התאמת מודל ""בית יעקב"" האירופי למציאות האמריקאית, תוך שילוב דרישות רוחניות גבוהות עם יחס אישי ורגישות חינוכית.","שרה שנירר, רבי ישראל יעקב לובצ'נסקי, רבי אלחנן וסרמן",https://open.spotify.com/episode/7gEH0FmW9xyX4je0Jk40A7?si=9VHkgmhURN2trmReuSg2hg
363,דמות,"הרבנית ד""ר ברוריה דייוויד",1938–2023,ניו יורק; ירושלים,המאה ה־20–21,חינוך נשים ולמדנות,"מכון שרה שנירר (BJJ), הרב יצחק הוטנר, פחד יצחק, למדנות נשית","בתו של הרב יצחק הוטנר, בעלת דוקטורט מאוניברסיטת קולומביה, ייסדה ומיכוונת את מכון שרה שנירר בירושלים כמוסד עילית ללמדנות נשים חרדיות, ועמדה בראש עריכת ספרי אביה לאחר פטירתו.",העצמת הלמדנות הנשית ברמה אינטלקטואלית גבוהה מבלי לערער על גבולות המבנה המסורתי של עולם התורה.,"הרב יצחק הוטנר (אביה), הרב יונתן דייוויד (בעלה), פרופ' סאלו בארון",https://open.spotify.com/episode/6hBYh8i79O4pCQKeB10QNN?si=IuDV3verTYivgK2SuPnG9w
364,דמות,הרבנית דענה ויינברג,1938–2023,ירושלים,המאה ה־20–21,חינוך נשים,"מדרשת איה""ת (EYAHT), אש התורה, תשובה, גדלות","ממקימות עולם התשובה לנשים, ייסדה ב־1984 את מדרשת איה""ת שהתפתחה למרכז לימוד בינלאומי לנשים. לצד בעלה הרב נח ויינברג, שילבה למדנות מעמיקה, עבודת מידות וגידול משפחה גדולה.","""לא מספיק להיות טובים - עלינו להיות גדולים"" — לימוד עמוק ותובעני לנשים כדרך להגשמת ייעוד אישי, לא ויתור מתוך ענווה מדומה.","הרב נח ויינברג (בעלה), אש התורה",https://open.spotify.com/episode/4pXB7MODLOE9Od1QA1DC0J?si=4gAFChgSQu2_jY78fu0gmg
365,דמות,הרבנית אסתר יונגרייז,1936–2016,"סגד, הונגריה; ברגן־בלזן; ניו יורק",המאה ה־20,קירוב לבבות וחינוך,"תנועת הנני, ניצולת שואה, השואה הרוחנית, קירוב","ניצולת שואה שהקימה ב־1973 את תנועת ""הנני"", אשר התפתחה לרשת מוסדות חינוך, מרכזי מורשת ופרויקטים חברתיים. הזהירה מפני ""השואה הרוחנית"" של התבוללות וניתוק מהמסורת.","תגובה לחורבן השואה באמצעות בניית דור יהודי חדש המחובר לתורה, ולא רק זכירת האבל — אחריות במקום ייאוש.","הרבי מלובביץ' (המעורר לפעילות), שלומית יונגרייז־וולף (בתה)",https://open.spotify.com/episode/39zLdLIz7vxGqmTAJn8oRF?si=ABN88SvdQLiGevbk98julA
366,דמות,הרבנית ברכה קאפח,1922–2013,"צנעא, תימן; ירושלים",המאה ה־20,חסד ועשייה קהילתית,"סגולת נעמי, יהדות תימן, פרס ישראל, חסד","אשת חסד ומנהיגת קהילה, ייסדה את עמותת ""סגולת נעמי"" לסיוע לאלפי משפחות בירושלים. בעלה, הרב יוסף קאפח, הקדיש עצמו להדרת כתבי הרמב""ם, בעוד היא בנתה תשתית כלכלית וחברתית למשפחה ולקהילה.",חסד כמערכת מאורגנת ומכובדת ולא כמעשה חד־פעמי — שילוב לב רחב עם סדר וניהול קפדני כדי לשמור על כבוד המקבלים.,הרב יוסף קאפח (בעלה),https://open.spotify.com/episode/78MX2sAT6M6hAi0qCuuhb7?si=-05qETOVSCGChK_7lpJwmA&utm_source=copy-link
367,דמות,הרבנית שרה הרצוג,1896–1979,לטביה; סקוטלנד; אירלנד; ירושלים,המאה ה־20,מנהיגות ציבורית וחסד,"תנועת אמונה, בית החולים הרצוג, הרב יצחק אייזיק הרצוג, שירות לאומי","רעייתו של הרב הראשי יצחק אייזיק הרצוג, הובילה מפעל חברתי רחב: הקמת תנועת ""אמונה"" ב־1959, פיתוח בית החולים הרצוג, ועידוד השכלה ותעסוקה לנשים דתיות.",שילוב נאמנות הלכתית עם מעורבות ציבורית פעילה — האישה תורמת לבניין החברה והאומה ולא רק לבית.,"הרב יצחק אייזיק הלוי הרצוג (בעלה), חיים הרצוג (בנה), יצחק הרצוג (נכדה)",https://open.spotify.com/episode/5cRN0ef6AcQepyWCQ1IKwv?si=fgo8Tk4GSBORkdMUO9tVuw&utm_source=copy-link
368,דמות,טובה סנהדראי-גולדרייך,1906–1993,גליציה; ארץ ישראל,המאה ה־20,מנהיגות ציונית־דתית,"תנועת אמונה, המפד""ל, כנסת, שירות לאומי","חברת הכנסת הדתית הראשונה, ממנהיגות תנועת ""אמונה"" ומקימת ""רשימת הפועלת והאישה הדתית"" ב־1949. כיהנה ארבע קדנציות בכנסת מטעם המפד""ל וקידמה חקיקה חברתית ורווחתית.",שילוב מחויבות הלכתית עם אחריות ציבורית ופרלמנטרית — הרחבת השתתפות נשים דתיות בבניין המדינה מבלי לוותר על עקרונות.,"תנועת אמונה, המפד""ל",https://open.spotify.com/episode/0RuE8l4DbgcRxBQWjGBUv3?si=rW9fZeAOTueEFDMOKUR5mQ
369,דמות,הרב עמוס כמוס חיים גואטה,1951–2026,"לוב; נתניה, ישראל",עכשווי,קבלה והנהגה רוחנית,"יהדות לוב, ישיבת רבי יצחק חי טייב, קבלה, פשטות","מקובל וראש ישיבה, מנהיג קהילת יהדות לוב בנתניה, הקים את ישיבת ובית המדרש ""רבי יצחק חי טייב"". חי בפשטות רבה וסירב לקבל תשלום אישי, ונרצח בביתו מדרשו בי""ז בתמוז תשפ""ו (2026).","שילוב עומק קבלי עם פשטות אישית קיצונית וענווה — הנהגה רוחנית פתוחה וזמינה לכל אדם, ללא מחיצות.","הרב שמעון גבאי, המקובל רבי אברהם מרדכי יצחקי",https://open.spotify.com/episode/2FCDtvLfOdUiMuZappKmKp?si=9UljEh1-Q4C1N7eNrsB3wA&utm_source=copy-link
370,דמות,שרה שטרן-קטן,1918–2001,"לודז', פולין; ארץ ישראל",המאה ה־20,רווחה ומנהיגות ציבורית,"תנועת אמונה, פרס ישראל, ניצולת שואה, עבודה סוציאלית","ניצולת גטו לודז' ואושוויץ, עובדת סוציאלית וחברת כנסת מטעם המפד""ל, שימשה נשיאת תנועת ""אמונה"". חיברה בין ערכי ""תורה ועבודה"" לבין הכשרה מקצועית בעבודה סוציאלית.",גמילות חסדים כמערכת מקצועית ולא רק כרצון טוב — חיזוק הרווחה החברתית כביטוי מעשי למצוות התורה ולכבוד האדם.,"קבוצת יבנה, תנועת אמונה, המפד""ל",https://open.spotify.com/episode/1aD7ZsAgg6SdgWpBfy2orm?si=pCIEOLsfTe23nVNHGQVRCQ&utm_source=copy-link
371,דמות,הנרייטה סאלד,1860–1945,"בולטימור, ארצות הברית; ארץ ישראל",המאה ה־19–20,חינוך וציונות,"הדסה, עליית הנוער, מכתב הקדיש, JPS","מחנכת וציונית, מייסדת ארגון ""הדסה"" ומנהיגת מפעל ""עליית הנוער"". למדה תלמוד ב־JTS בתנאי שלא תוסמך לרבנות, וכתבה את ""מכתב הקדיש"" על מחויבות רוחנית של נשים.","שילוב מסורת, ציונות וחסד — הצלת ילדים בעליית הנוער כללה שמירה על עולמם הרוחני והתרבותי לצד ההצלה הפיזית.","החברה היהודית להוצאה לאור (JPS), בית המדרש לרבנים (JTS)",https://open.spotify.com/episode/0Ck5Kbih9i0wxQG6BVPt02?si=l1zAOAkHSmWVZPUY3txncQ&utm_source=copy-link
372,דמות,אהרן הכהן,"המאה ה־13 לפנה""ס",מצרים; מדבר סיני,עת המקרא,כהונה והנהגה,"כהן גדול, אוהב שלום ורודף שלום, חטא העגל, ברכת כהנים","אחיו הגדול של משה רבנו והכהן הגדול הראשון. נודע כאוהב שלום ורודף שלום המקרב אנשים לתורה מתוך אהבה, ונשא באחריות מורכבת בפרשת חטא העגל ובמות בניו נדב ואביהוא.","""הוי מתלמידיו של אהרן, אוהב שלום ורודף שלום, אוהב את הבריות ומקרבן לתורה"" — קירוב באמצעות אהבה ויחס אישי, לא באמצעות תוכחה ופחד.","משה רבנו (אחיו), נדב ואביהוא (בניו)",https://open.spotify.com/episode/5IngtmCeOoXdmrTqXfwz2X?si=LGFrsWp1RLacuUdBQKTlcw&utm_source=copy-link
373,דמות,רב יהודה בר יחזקאל,220–299 לספירה,"פומבדיתא, בבל",אמוראים,הלכה והנהגה,"ישיבת פומבדיתא, מילי דנזיקין, ברכת האילנות, נהרדעא","מגדולי אמוראי בבל, תלמיד רב ושמואל, ייסד לאחר חורבן נהרדעא את ישיבת פומבדיתא שהתקיימה כמעט שמונה מאות שנה. חיבר את מסורות סורא ונהרדעא לאסכולה חדשה, והשפיע על מנהגי הברכות והתפילה.","""הרוצה להיות חסיד יקיים מילי דנזיקין"" — יסוד החסידות האמיתית נמדד ביושר ובזהירות מהיזק לזולת, לא רק בפרישות.","רב, שמואל, רבה, רב יוסף, רבי זירא",https://open.spotify.com/episode/2DC70i2c0rP8sdAlwl9GK7?si=zWejBWg1QiOjY55oNKCJ0w&utm_source=copy-link
374,דמות,רבן גמליאל דיבנה,המאה ה־1–2 לספירה,יבנה; ארץ ישראל; קהילות התפוצות,תנאים,"נשיאות, הלכה והנהגה","נשיא הסנהדרין, יבנה וחכמיה, שמונה עשרה, ברכת המינים, קידוש החודש, בו ביום","נשיא הסנהדרין לאחר חורבן הבית השני, שפעל לשיקום מוסדות התורה ולביסוס יבנה כמרכז ההנהגה. חיזק את סמכות בית הדין ואת האחדות ההלכתית, ועיצב יסודות מרכזיים של התפילה והחיים היהודיים לאחר החורבן.","אחדות הלכתית היא תנאי לקיום העם, אך סמכות ציבורית חייבת להשתלב בענווה, הקשבה ושיתוף פעולה עם החכמים.","רבן שמעון בן גמליאל הראשון (אביו), רבי יהושע בן חנניה, רבי אליעזר בן הורקנוס, רבי אלעזר בן עזריה, רבי יהודה הנשיא (נכדו)",https://open.spotify.com/episode/0ufYEm4mK1VJIuNFrlPD8h?si=9phSWJH3REm4cpxr8Xo-Vg&utm_source=copy-link
